Name,Nation,Division,Unique ID,Division ID
Ngaoundere FC,Cameroon,Lower Division,13.112.670,1301432
Mayacine Foot Cent,Senegal,Lower Division,13.112.821,1301432
Moya de Kolda,Senegal,Lower Division,13.112.822,1301432
ASC Soucoupapaye,Senegal,Lower Division,13.112.823,1301432
ASC Diamaguene,Senegal,Lower Division,13.112.824,1301432
Angelo,Senegal,Lower Division,13.112.825,1301432
Alphabet Foot,Senegal,Lower Division,13.112.826,1301432
CF Mounana,Gabon,Lower Division,13.112.869,1301432
Musango,Cameroon,Lower Division,13.112.898,1301432
Etoa Meko,Cameroon,Lower Division,13.112.899,1301432
Yaounde II,Cameroon,Lower Division,13.112.900,1301432
NYTA,Kenya,Lower Division,13.113.009,1301432
Dynamic Buea,Cameroon,Lower Division,13.113.036,1301432
Olympic Dedougou,Burkina Faso,Lower Division,13.113.121,1301432
Litsolo,Lesotho,Lower Division,13.113.759,1301432
Dankassawa,Niger,Lower Division,13.114.815,1301432
Monrovia FC,Liberia,Lower Division,13.114.989,1301432
VOA,Liberia,Lower Division,13.115.089,1301432
Mutundwe,Uganda,Lower Division,13.115.090,1301432
Nakuru Allstars,Kenya,Lower Division,13.115.101,1301432
Fassell,Liberia,Lower Division,13.115.909,1301432
S4C Rufisque,Senegal,Lower Division,13.116.778,1301432
Mbalmayo,Cameroon,Lower Division,13.116.922,1301432
Congo Utd,Kenya,Lower Division,13.116.966,1301432
Okiti de Badou,Togo,Lower Division,13.117.018,1301432
Jubilee FC,Liberia,Lower Division,13.117.067,1301432
Blue Ribbon,Zimbabwe,Lower Division,13.117.343,1301432
Sporting Beira,Mozambique,Lower Division,13.117.396,1301432
DC Academy (ZIM),Zimbabwe,Lower Division,13.117.534,1301432
FC Les Stars,DR Congo,Lower Division,13.117.595,1301432
New Belor,DR Congo,Lower Division,13.117.599,1301432
HS Kalaa Kebira,Tunisia,Lower Division,13.117.686,1301432
Dahmani AC,Tunisia,Lower Division,13.117.691,1301432
ES El Jem,Tunisia,Lower Division,13.117.711,1301432
ES Feriana,Tunisia,Lower Division,13.117.712,1301432
Frimpong,Ghana,Lower Division,13.117.837,1301432
Santos de Koza,Cameroon,Lower Division,13.117.912,1301432
Botafogo (CMR),Cameroon,Lower Division,13.117.913,1301432
Bankuy Sport,Burkina Faso,Lower Division,13.118.154,1301432
Sama Sport,Burkina Faso,Lower Division,13.118.156,1301432
Black Stars (BFA),Burkina Faso,Lower Division,13.118.157,1301432
Neuf Athletic,Burkina Faso,Lower Division,13.118.158,1301432
AS Police,Burkina Faso,Lower Division,13.118.159,1301432
Tandikara FC,Burkina Faso,Lower Division,13.118.160,1301432
CAS de Somgande,Burkina Faso,Lower Division,13.118.161,1301432
Jumassi de Bitou,Burkina Faso,Lower Division,13.118.162,1301432
Namende FC,Burkina Faso,Lower Division,13.118.163,1301432
Zounogo FC,Burkina Faso,Lower Division,13.118.164,1301432
Inter Faso,Burkina Faso,Lower Division,13.118.165,1301432
Hafia FC,Burkina Faso,Lower Division,13.118.166,1301432
Leopards de St. Camille,Burkina Faso,Lower Division,13.118.167,1301432
AS Finances,Burkina Faso,Lower Division,13.118.168,1301432
Freres Unis,Burkina Faso,Lower Division,13.118.169,1301432
Secteur 21,Burkina Faso,Lower Division,13.118.170,1301432
Kozaf,Burkina Faso,Lower Division,13.118.174,1301432
Sharks (KEN),Kenya,Lower Division,13.127.932,1301432
Coast Utd,Kenya,Lower Division,13.127.934,1301432
Admiral,Kenya,Lower Division,13.127.935,1301432
Olympique de Ngor,Senegal,Lower Division,13.128.471,1301432
ADR Desportivo de Mansaba,Guinea-Bissau,Lower Division,13.128.777,1301432
Tana,Madagascar,Lower Division,13.128.798,1301432
Malindi Academy,Kenya,Lower Division,13.129.049,1301432
Man City (SLE),Sierra Leone,Lower Division,13.129.820,1301432
Gardnersville,Liberia,Lower Division,13.130.182,1301432
G-Tech,Gambia,Lower Division,13.130.466,1301432
Golden Boot Academy,Ghana,Lower Division,13.131.027,1301432
Rundu Chiefs,Namibia,Lower Division,13.132.539,1301432
MK Etancheite,DR Congo,Lower Division,13.133.683,1301432
AS Mputu,DR Congo,Lower Division,13.133.684,1301432
La Grace,DR Congo,Lower Division,13.133.685,1301432
Atletico Riojano,Argentina,Lower Division,14.047.712,1301432
Sindicato de la TV,Argentina,Lower Division,14.052.692,1301432
Automoto de Tornquist,Argentina,Lower Division,14.057.729,1301432
Blanco y Negro (Suarez),Argentina,Lower Division,14.057.730,1301432
El Fortin (Olavarria),Argentina,Lower Division,14.057.732,1301432
Independencia (Chavez),Argentina,Lower Division,14.057.733,1301432
Lobos Athletic Club,Argentina,Lower Division,14.057.734,1301432
Penarol (MdP),Argentina,Lower Division,14.057.735,1301432
Quilmes (MdP),Argentina,Lower Division,14.057.736,1301432
Union de Tornquist,Argentina,Lower Division,14.057.737,1301432
Regatas (San Nicolas),Argentina,Lower Division,14.057.738,1301432
Estudiantes (Olavarria),Argentina,Lower Division,14.057.739,1301432
Racing (Balcarce),Argentina,Lower Division,14.057.740,1301432
Everton (La Plata),Argentina,Lower Division,14.057.741,1301432
Racing (Carhue),Argentina,Lower Division,14.057.742,1301432
Compania General (Salto),Argentina,Lower Division,14.057.743,1301432
Huracan (San Rafael),Argentina,Lower Division,14.057.744,1301432
Villa Atuel,Argentina,Lower Division,14.057.745,1301432
Argentinos del Norte,Argentina,Lower Division,14.057.746,1301432
Penarol (Rafaela),Argentina,Lower Division,14.057.749,1301432
Sportivo Guzman,Argentina,Lower Division,14.057.750,1301432
Central Norte (Tucuman),Argentina,Lower Division,14.057.751,1301432
Independiente (MdP),Argentina,Lower Division,14.057.752,1301432
Gral Urquiza (MdP),Argentina,Lower Division,14.057.753,1301432
Nacion (MdP),Argentina,Lower Division,14.057.754,1301432
Deportivo Pinto,Argentina,Lower Division,14.057.756,1301432
San Lorenzo (CBA),Argentina,Lower Division,14.057.757,1301432
Las Palmas (ARG),Argentina,Lower Division,14.057.758,1301432
Arroyo Seco Athletic Club,Argentina,Lower Division,14.057.759,1301432
Estudiantes (Mercedes),Argentina,Lower Division,14.057.762,1301432
Las Palometas (ARG),Argentina,Lower Division,14.057.763,1301432
Ateneo (Mercedes),Argentina,Lower Division,14.057.764,1301432
San Marcos (ARG),Argentina,Lower Division,14.057.765,1301432
Cruzados (ARG),Argentina,Lower Division,14.057.766,1301432
Pabellon Argentino,Argentina,Lower Division,14.057.767,1301432
Estrella de Berisso,Argentina,Lower Division,14.057.768,1301432
Juv. Unida (San Bernardo),Argentina,Lower Division,14.057.769,1301432
Asoc Fomento (ARG),Argentina,Lower Division,14.057.770,1301432
Pilar (Sta Fe),Argentina,Lower Division,14.057.771,1301432
Atletico de Mar del Plata,Argentina,Lower Division,14.057.772,1301432
Escuela Presidente Roca,Argentina,Lower Division,14.057.773,1301432
Huracan (CBA),Argentina,Lower Division,14.057.774,1301432
La Armonia (ARG),Argentina,Lower Division,14.057.775,1301432
Pacifico de Cabildo,Argentina,Lower Division,14.057.776,1301432
San Francisco (BB),Argentina,Lower Division,14.057.777,1301432
Villa Alvear (RE),Argentina,Lower Division,14.057.778,1301432
Independiente (Beltran),Argentina,Lower Division,14.057.855,1301432
Coronel Brandsen,Argentina,Lower Division,14.061.798,1301432
Ulftse Boys,Holland,Lower Division,15.012.681,1301432
KSH,Holland,Lower Division,15.012.686,1301432
Oss '20,Holland,Lower Division,15.015.876,1301432
Eberndorfer AC,Austria,Lower Division,16.010.498,1301432
TAKA Kapfenberg,Austria,Lower Division,16.017.118,1301432
AKA HIB Liebenau,Austria,Lower Division,16.019.995,1301432
SV Traun 1b,Austria,Lower Division,16.023.746,1301432
Fussballcollege Leibnitz,Austria,Lower Division,16.049.683,1301432
ASB-footballfactory,Austria,Lower Division,16.114.017,1301432
SG Hinterberg/DSV Leoben,Austria,Lower Division,16.114.039,1301432
SG Heiligenkreuz,Austria,Lower Division,16.114.047,1301432
SG Wolfurt-Kennelbach,Austria,Lower Division,16.114.092,1301432
SPG Rankweil/Meiningen,Austria,Lower Division,16.114.105,1301432
SG Kundl/Breitenbach,Austria,Lower Division,16.114.109,1301432
SPG Absam/Thaur,Austria,Lower Division,16.114.111,1301432
SPG Westl. Mittelgebirge,Austria,Lower Division,16.114.117,1301432
SPG Kematen/Oberp./Sellr.,Austria,Lower Division,16.114.127,1301432
SG Golling/Abtenau,Austria,Lower Division,16.114.131,1301432
SG Drautal/Wei?enstein,Austria,Lower Division,16.114.166,1301432
SG FC Lendorf/FC Lurnfeld,Austria,Lower Division,16.114.171,1301432
SG Bleiburg/St.Michael/M.,Austria,Lower Division,16.114.177,1301432
SG VST Volkermarkt/FC P.,Austria,Lower Division,16.114.184,1301432
SG West,Austria,Lower Division,16.114.201,1301432
SG Irdning/Aigen,Austria,Lower Division,16.114.208,1301432
SG Stanz,Austria,Lower Division,16.114.212,1301432
SG Hengsberg,Austria,Lower Division,16.114.218,1301432
NSG Liezen,Austria,Lower Division,16.114.227,1301432
SG Gleinstatten/Gro?klein,Austria,Lower Division,16.114.234,1301432
SG Pachern/Sturm,Austria,Lower Division,16.114.238,1301432
NSG St. Peter / Au,Austria,Lower Division,16.114.254,1301432
NSG Gaflenz,Austria,Lower Division,16.114.260,1301432
NSG Mistelbach,Austria,Lower Division,16.114.263,1301432
SG Oberwart/Unterwart,Austria,Lower Division,16.114.274,1301432
SG Klingenb./Sieg./Wulka.,Austria,Lower Division,16.114.277,1301432
SG Wallern/St.Andra,Austria,Lower Division,16.114.282,1301432
NSG Jenn./St.M./Unterl.,Austria,Lower Division,16.114.286,1301432
SG Baumg./Dras./Schatt.,Austria,Lower Division,16.114.292,1301432
SPG Young Stars/Centim.,Austria,Lower Division,16.114.301,1301432
SPG FAC - Siemens,Austria,Lower Division,16.114.305,1301432
SG Halbt./Frauenk./Monch.,Austria,Lower Division,16.114.339,1301432
SG Seewinkel,Austria,Lower Division,16.114.348,1301432
SG Hugelland,Austria,Lower Division,16.114.356,1301432
Kickers Leithaberg,Austria,Lower Division,16.114.366,1301432
SG Zurndorf/Pama/Gattend.,Austria,Lower Division,16.114.375,1301432
SG Pinkafeld/Grafensch.,Austria,Lower Division,16.114.388,1301432
SPG Pinkatal,Austria,Lower Division,16.114.392,1301432
NSG AVITA Therme,Austria,Lower Division,16.114.397,1301432
SG Grenzregion,Austria,Lower Division,16.114.407,1301432
SG Sud,Austria,Lower Division,16.114.411,1301432
SG Forchtenstein/Wiesen,Austria,Lower Division,16.114.429,1301432
SG Pottsching/Neudorfl,Austria,Lower Division,16.114.442,1301432
SG DER CLUB,Austria,Lower Division,16.114.454,1301432
SG MITTE,Austria,Lower Division,16.114.457,1301432
SG 7023/Rohrbach,Austria,Lower Division,16.114.469,1301432
SG Hin.Iseltal/Matrei,Austria,Lower Division,16.114.525,1301432
SG Radenthein/Kleinkirch.,Austria,Lower Division,16.114.530,1301432
SG Penk/Muhldorf,Austria,Lower Division,16.114.535,1301432
SG Ludmannsdorf/Feistritz,Austria,Lower Division,16.114.540,1301432
SG Sachsenburg/Spittal,Austria,Lower Division,16.114.541,1301432
SG Kottm/Ferlach/Viktring,Austria,Lower Division,16.114.548,1301432
SG Kuhnsdorf/Klopeinersee,Austria,Lower Division,16.114.563,1301432
SG Friesach/Neumarkt/Sch.,Austria,Lower Division,16.114.570,1301432
NAZ Lavantal,Austria,Lower Division,16.116.677,1301432
SPG JF Muhlviertler Alm,Austria,Lower Division,16.116.702,1301432
SPG Mondsee/Zell-Moos,Austria,Lower Division,16.116.707,1301432
SPG Esternberg/Vichtenst.,Austria,Lower Division,16.116.712,1301432
SPG Stadl Paura,Austria,Lower Division,16.116.717,1301432
SPG Gunskirchen/Pichl,Austria,Lower Division,16.116.731,1301432
SG Flachgau Nord,Austria,Lower Division,16.116.736,1301432
SG Bramberg/Muhlbach,Austria,Lower Division,16.118.819,1301432
SG OTSU Hallein/Adnet,Austria,Lower Division,16.118.877,1301432
SG NZ West,Austria,Lower Division,16.118.885,1301432
SU Schilcherland,Austria,Lower Division,16.118.892,1301432
JAZ,Austria,Lower Division,16.118.906,1301432
SG St. Stefan/Gnas,Austria,Lower Division,16.121.670,1301432
SG Fehring,Austria,Lower Division,16.121.676,1301432
SG Pollauertal,Austria,Lower Division,16.121.679,1301432
FAZ Ost,Austria,Lower Division,16.121.683,1301432
SG Kulmland,Austria,Lower Division,16.121.684,1301432
SG Bad Gleichenberg,Austria,Lower Division,16.121.687,1301432
SG St. Margarethen/Eichk.,Austria,Lower Division,16.121.691,1301432
SG Mureck,Austria,Lower Division,16.121.702,1301432
SG Deutsch Goritz,Austria,Lower Division,16.121.705,1301432
SG Zeltweg,Austria,Lower Division,16.121.709,1301432
SG Knitelfeld,Austria,Lower Division,16.121.712,1301432
SG Trofaiach,Austria,Lower Division,16.121.718,1301432
SG NZ Paltental,Austria,Lower Division,16.121.722,1301432
SG Judenburg,Austria,Lower Division,16.121.728,1301432
SG Salzkammergut,Austria,Lower Division,16.121.736,1301432
NZ Salzatal,Austria,Lower Division,16.121.739,1301432
SPG Fugen/Uderns,Austria,Lower Division,16.121.745,1301432
SPG Unterland,Austria,Lower Division,16.121.750,1301432
SPG Mayrh./Finkenb./Tux,Austria,Lower Division,16.121.753,1301432
SPG Kirchberg/Reith,Austria,Lower Division,16.121.760,1301432
SPG Motz/Silz/Mieminger P,Austria,Lower Division,16.122.448,1301432
SPG Horbranz/Hohenweiler,Austria,Lower Division,16.122.457,1301432
FNZ Vorderwald,Austria,Lower Division,16.122.464,1301432
JSV Ries/Kainbach/Mariat.,Austria,Lower Division,16.124.019,1301432
SG Kainachtal,Austria,Lower Division,16.129.773,1301432
SG St.Veit/Strass,Austria,Lower Division,16.129.933,1301432
SG Kots./Grafend./Dellach,Austria,Lower Division,16.130.733,1301432
SG Hermagor/Gitschtal/Egg,Austria,Lower Division,16.130.742,1301432
SG Irschen/Dellach-Drau,Austria,Lower Division,16.130.753,1301432
SPG Tristach/Pustertal,Austria,Lower Division,16.130.766,1301432
SC Steinfort,Luxembourg,Lower Division,18.028.906,1301432
Academie JMG Mali,Mali,Lower Division,18.032.005,1301432
Lusitana,Senegal,Lower Division,18.045.180,1301432
FC Lorentzweiler,Luxembourg,Lower Division,18.054.214,1301432
La Romana,Dominican Republic,Lower Division,19.013.098,1301432
FAMA,Sao Tome & Principe,Lower Division,19.128.700,1301432
Norberto de Castro,Angola,Lower Division,19.129.973,1301432
Corinthians Santa Fe,Argentina,Lower Division,19.166.835,1301432
Baton Rouge Reserves,U.S.A.,Lower Division,20.015.438,1301432
Springfield Reserves,U.S.A.,Lower Division,20.015.460,1301432
Thunder Bay Reserves,U.S.A.,Lower Division,20.015.464,1301432
Ventura County Reserves,U.S.A.,Lower Division,20.015.466,1301432
Puerto Rico Utd,Puerto Rico,Lower Division,20.016.196,1301432
River Plate (PUR),Puerto Rico,Lower Division,20.016.197,1301432
Edmonton Reserves,Canada,Lower Division,20.016.746,1301432
Tiburones United,U.S.A.,Lower Division,20.017.479,1301432
Texas Spurs,U.S.A.,Lower Division,20.029.219,1301432
New York Cosmos,U.S.A.,Lower Division,20.029.882,1301432
West Ham (ATG),Antigua & Barbuda,Lower Division,23.007.331,1301432
Wadadli,Antigua & Barbuda,Lower Division,23.007.332,1301432
English Harbour,Antigua & Barbuda,Lower Division,23.007.342,1301432
Dakota,Aruba,Lower Division,23.007.348,1301432
Caiquetio,Aruba,Lower Division,23.007.350,1301432
Estudiantes (ARU),Aruba,Lower Division,23.007.351,1301432
Sporting (ARU),Aruba,Lower Division,23.007.352,1301432
Celtic (BAH),Bahamas,Lower Division,23.007.354,1301432
Sharks (BAH),Bahamas,Lower Division,23.007.356,1301432
Strikers (BAH),Bahamas,Lower Division,23.007.357,1301432
Team Toyota,Bahamas,Lower Division,23.007.358,1301432
Freeport,Bahamas,Lower Division,23.007.359,1301432
Red Bull (BAH),Bahamas,Lower Division,23.007.360,1301432
Superstars (BAH),Bahamas,Lower Division,23.007.361,1301432
Nassau (BAH),Bahamas,Lower Division,23.007.362,1301432
Brittons Hill,Barbados,Lower Division,23.007.363,1301432
Tudor Bridge,Barbados,Lower Division,23.007.374,1301432
Maxwell,Barbados,Lower Division,23.007.375,1301432
Clarkes Hill,Barbados,Lower Division,23.007.376,1301432
Benfica (BRB),Barbados,Lower Division,23.007.377,1301432
Bath Estate,Dominica,Lower Division,23.007.410,1301432
Jarabacoa,Dominican Republic,Lower Division,23.007.416,1301432
Casa de Espana,Dominican Republic,Lower Division,23.007.417,1301432
Roots Alley Ballers,St Lucia,Lower Division,23.007.457,1301432
Vieux Fort South,St Lucia,Lower Division,23.007.460,1301432
Square Utd,St Lucia,Lower Division,23.007.461,1301432
Gros Islet,St Lucia,Lower Division,23.007.464,1301432
Lancers,St Lucia,Lower Division,23.007.465,1301432
Jebelle FC,St Vincent,Lower Division,23.007.473,1301432
Max Strikers,St Vincent,Lower Division,23.007.474,1301432
City Strikers,St Vincent,Lower Division,23.007.477,1301432
Over-35,St Vincent,Lower Division,23.007.478,1301432
Powa Lynx,St Vincent,Lower Division,23.007.479,1301432
Strike Force FC,St Vincent,Lower Division,23.007.480,1301432
Victory Boys,Sint Maarten,Lower Division,23.007.519,1301432
Sporting Club (SIM),Sint Maarten,Lower Division,23.007.520,1301432
ASC St. Louis (SIM),Sint Maarten,Lower Division,23.007.521,1301432
United Warlords,Sint Maarten,Lower Division,23.007.522,1301432
CPSED,Cameroon,Lower Division,23.012.596,1301432
Kimbo,Kenya,Lower Division,23.017.456,1301432
Waterworks,Kenya,Lower Division,23.017.458,1301432
Harambee Sacco,Kenya,Lower Division,23.017.460,1301432
Rock Star,Uganda,Lower Division,23.017.463,1301432
Amani Yassets,Kenya,Lower Division,23.017.521,1301432
Kawangware,Kenya,Lower Division,23.017.526,1301432
Ghazl Suez,Egypt,Lower Division,23.017.667,1301432
Inter Stars,Cameroon,Lower Division,23.034.124,1301432
Kimilsung Univ.,North Korea,Lower Division,23.036.054,1301432
FANC,Wallis & Futuna,Lower Division,23.070.747,1301432
Wallis,Wallis & Futuna,Lower Division,23.070.748,1301432
Futuna,Wallis & Futuna,Lower Division,23.070.749,1301432
Young Star,Cameroon,Lower Division,23.072.203,1301432
Little-Foot,Cameroon,Lower Division,23.072.204,1301432
Avenir Douala,Cameroon,Lower Division,23.086.379,1301432
Guienekoue,Cameroon,Lower Division,23.086.380,1301432
Bafia FC,Cameroon,Lower Division,23.086.381,1301432
Light Star Utd,Cameroon,Lower Division,23.086.383,1301432
JS Ngoumou,Cameroon,Lower Division,23.086.384,1301432
Kouoghap,Cameroon,Lower Division,23.086.385,1301432
Piment,Cameroon,Lower Division,23.086.386,1301432
Iso de Bafoussam,Cameroon,Lower Division,23.086.387,1301432
Foke FC,Cameroon,Lower Division,23.086.389,1301432
Katameya,Egypt,Lower Division,23.086.390,1301432
Pouma,Cameroon,Lower Division,23.086.391,1301432
Croissant,Cameroon,Lower Division,23.086.392,1301432
Capefoot,Cameroon,Lower Division,23.086.399,1301432
Noblesse,Cameroon,Lower Division,23.086.400,1301432
Rayon Sport Douala,Cameroon,Lower Division,23.086.405,1301432
PMUC SC,Cameroon,Lower Division,23.086.406,1301432
Leopard Douala,Cameroon,Lower Division,23.086.412,1301432
AS Moribabougou,Mali,Lower Division,23.086.417,1301432
ASC SOCOGIM,Mauritania,Lower Division,23.086.420,1301432
Vautour,Cameroon,Lower Division,23.086.429,1301432
Woonpasan,North Korea,Lower Division,23.100.519,1301432
Jebi,North Korea,Lower Division,23.100.520,1301432
Jadongcha,North Korea,Lower Division,23.100.523,1301432
Haebangsan,North Korea,Lower Division,23.100.524,1301432
Chilbosan,North Korea,Lower Division,23.190.184,1301432
ASM,St Pierre & Miquelon,Lower Division,23.191.450,1301432
Junior Stars,St Martin,Lower Division,23.191.451,1301432
ASIA,St Pierre & Miquelon,Lower Division,23.191.452,1301432
ASSP,St Pierre & Miquelon,Lower Division,23.191.453,1301432
Concordia (SMT),St Martin,Lower Division,23.191.454,1301432
Attackers,St Martin,Lower Division,23.191.456,1301432
Marigot,St Martin,Lower Division,23.191.457,1301432
Juventus (SMT),St Martin,Lower Division,23.191.458,1301432
United Stars,St Martin,Lower Division,23.191.459,1301432
Bewdley,England,Lower Division,29.010.609,1301432
Dinnington,England,Lower Division,29.010.864,1301432
Grimsby Borough,England,Lower Division,29.035.453,1301432
Laverstock & Ford,England,Lower Division,29.035.803,1301432
Ryton,England,Lower Division,29.039.456,1301432
Debenham,England,Lower Division,29.061.055,1301432
Stokesley,England,Lower Division,29.074.243,1301432
Elburton Villa,England,Lower Division,29.113.421,1301432
Bedfont Town,England,Lower Division,30.007.802,1301432
Eastbourne UA,England,Lower Division,30.007.806,1301432
Friar Lane & Epworth,England,Lower Division,30.007.808,1301432
AFC Emley,England,Lower Division,30.009.849,1301432
Lydney,England,Lower Division,30.019.949,1301432
Bottesford,England,Lower Division,30.020.292,1301432
US Sainte-Marie,Reunion,Lower Division,34.000.014,1301432
RC Riviere Pilote,Martinique,Lower Division,34.001.418,1301432
Club Colonial,Martinique,Lower Division,34.001.419,1301432
Club Peleen,Martinique,Lower Division,34.001.420,1301432
AS Possession,Reunion,Lower Division,34.001.927,1301432
Eclair,Martinique,Lower Division,34.002.596,1301432
RC Saint-Joseph,Martinique,Lower Division,34.002.597,1301432
US Diamantinois,Martinique,Lower Division,34.002.598,1301432
CS Vauclinois,Martinique,Lower Division,34.002.599,1301432
Silver Star,Martinique,Lower Division,34.002.600,1301432
La Gauloise,Reunion,Lower Division,34.002.794,1301432
JS Cressonniere,Reunion,Lower Division,34.002.819,1301432
SS Jeanne d'Arc,Reunion,Lower Division,34.002.820,1301432
FC Avirons,Reunion,Lower Division,34.002.831,1301432
Academie JMG Ny Antsika,Madagascar,Lower Division,34.002.945,1301432
SS Riviere Sport,Reunion,Lower Division,34.003.006,1301432
Leopards Transfoot,Madagascar,Lower Division,34.003.026,1301432
USJF Ravinala,Madagascar,Lower Division,34.003.031,1301432
ACNFF,Congo,Lower Division,34.012.160,1301432
Elite-Foot,Senegal,Lower Division,34.012.188,1301432
Montjoly,French Guiana,Lower Division,34.012.505,1301432
Balata Abriba,French Guiana,Lower Division,34.012.508,1301432
ASC Aguado,French Guiana,Lower Division,34.012.509,1301432
Remire,French Guiana,Lower Division,34.012.513,1301432
AS Oyapock,French Guiana,Lower Division,34.012.517,1301432
CSC Cayenne,French Guiana,Lower Division,34.012.518,1301432
Cosma Foot,French Guiana,Lower Division,34.012.519,1301432
EF Iracoubo,French Guiana,Lower Division,34.012.520,1301432
US Macouria,French Guiana,Lower Division,34.012.521,1301432
US Matoury,French Guiana,Lower Division,34.012.522,1301432
FC Bamako,Mali,Lower Division,34.013.152,1301432
Fanilo Japan,Madagascar,Lower Division,34.013.533,1301432
AS Temanava,Tahiti,Lower Division,34.015.502,1301432
AS Tamarii,Tahiti,Lower Division,34.015.514,1301432
AS Taravao,Tahiti,Lower Division,34.015.515,1301432
AS Vairao,Tahiti,Lower Division,34.015.516,1301432
AS Vaiete,Tahiti,Lower Division,34.015.519,1301432
CO Terre-Sainte,Reunion,Lower Division,34.016.334,1301432
USV Hercules,Holland,Lower Division,37.002.160,1301432
Wilhelmina,Holland,Lower Division,37.002.161,1301432
AFC Quick 1890,Holland,Lower Division,37.002.162,1301432
ZAC,Holland,Lower Division,37.002.163,1301432
Robur et Velocitas,Holland,Lower Division,37.002.164,1301432
Tubantia,Holland,Lower Division,37.002.165,1301432
Theole,Holland,Lower Division,37.002.166,1301432
LAC Frisia 1883,Holland,Lower Division,37.002.167,1301432
WVV,Holland,Lower Division,37.002.168,1301432
DOSKO,Holland,Lower Division,37.002.170,1301432
De Valk,Holland,Lower Division,37.002.171,1301432
VDZ,Holland,Lower Division,37.002.173,1301432
Nieuwerkerk,Holland,Lower Division,37.002.174,1301432
Achilles '12,Holland,Lower Division,37.002.175,1301432
GVAV-Rapiditas,Holland,Lower Division,37.002.176,1301432
LSC 1890,Holland,Lower Division,37.002.177,1301432
Leones,Holland,Lower Division,37.002.178,1301432
Neptunus,Holland,Lower Division,37.002.179,1301432
De Tubanters 1897,Holland,Lower Division,37.002.181,1301432
Vitesse Delft,Holland,Lower Division,37.002.182,1301432
Germanicus,Holland,Lower Division,37.002.183,1301432
DESK,Holland,Lower Division,37.002.184,1301432
Oranje Nassau Groningen,Holland,Lower Division,37.002.185,1301432
Olympia (G),Holland,Lower Division,37.002.187,1301432
Arnhemse Boys,Holland,Lower Division,37.002.188,1301432
VC Vlissingen,Holland,Lower Division,37.002.189,1301432
HCSC,Holland,Lower Division,37.002.190,1301432
Saestum,Holland,Lower Division,37.002.191,1301432
Alcmaria Victrix,Holland,Lower Division,37.002.192,1301432
HSC,Holland,Lower Division,37.002.193,1301432
GVC,Holland,Lower Division,37.002.194,1301432
Hellas Sport,Holland,Lower Division,37.002.195,1301432
SSV '65,Holland,Lower Division,37.002.196,1301432
Jonge Kracht,Holland,Lower Division,37.002.199,1301432
DCV,Holland,Lower Division,37.002.200,1301432
ESA,Holland,Lower Division,37.002.204,1301432
Wilhelmus,Holland,Lower Division,37.002.205,1301432
Excelsior '20,Holland,Lower Division,37.002.226,1301432
HMSH,Holland,Lower Division,37.003.525,1301432
Rijnvogels,Holland,Lower Division,37.004.515,1301432
Dijkse Boys,Holland,Lower Division,37.004.516,1301432
PKC '83,Holland,Lower Division,37.006.287,1301432
LRC,Holland,Lower Division,37.006.289,1301432
Margriet,Holland,Lower Division,37.007.485,1301432
SDCP,Holland,Lower Division,37.009.778,1301432
vv Young Boys,Holland,Lower Division,37.018.535,1301432
Alblasserdam,Holland,Lower Division,37.018.538,1301432
DUNO,Holland,Lower Division,37.018.539,1301432
SHO,Holland,Lower Division,37.018.540,1301432
Dinteloord,Holland,Lower Division,37.018.542,1301432
GPC Vlissingen,Holland,Lower Division,37.018.543,1301432
Rijsoord,Holland,Lower Division,37.018.546,1301432
Schelluinen,Holland,Lower Division,37.018.547,1301432
VVGZ,Holland,Lower Division,37.018.548,1301432
Oranje Nassau A.,Holland,Lower Division,37.018.551,1301432
VSCO '61,Holland,Lower Division,37.018.552,1301432
FC Zutphen,Holland,Lower Division,37.018.553,1301432
CVVB,Holland,Lower Division,37.018.554,1301432
Grijpskerk,Holland,Lower Division,37.018.555,1301432
Holwierde,Holland,Lower Division,37.018.556,1301432
FC Meppel,Holland,Lower Division,37.018.557,1301432
Noordscheschut,Holland,Lower Division,37.018.558,1301432
d' Olde Veste '54,Holland,Lower Division,37.018.559,1301432
The Knickerbockers,Holland,Lower Division,37.018.560,1301432
Viboa,Holland,Lower Division,37.018.561,1301432
De Kennemers,Holland,Lower Division,37.018.562,1301432
De Meern,Holland,Lower Division,37.018.563,1301432
JOS/Watergraafsmeer,Holland,Lower Division,37.018.565,1301432
NVC,Holland,Lower Division,37.018.566,1301432
Purmersteyn,Holland,Lower Division,37.018.567,1301432
JHR,Holland,Lower Division,37.018.569,1301432
SJC,Holland,Lower Division,37.018.571,1301432
TOGB,Holland,Lower Division,37.018.572,1301432
Best Vooruit,Holland,Lower Division,37.018.573,1301432
IFC,Holland,Lower Division,37.018.575,1301432
RCS,Holland,Lower Division,37.018.576,1301432
Unitas '30,Holland,Lower Division,37.018.577,1301432
Vlissingen,Holland,Lower Division,37.018.578,1301432
Bekkersveld,Holland,Lower Division,37.018.579,1301432
GSV '28,Holland,Lower Division,37.018.580,1301432
Laura-Hopel Combinatie,Holland,Lower Division,37.018.581,1301432
Sparta '25,Holland,Lower Division,37.018.583,1301432
Schaesberg,Holland,Lower Division,37.018.584,1301432
TOP,Holland,Lower Division,37.018.585,1301432
Vaassen,Holland,Lower Division,37.018.589,1301432
